judge_model,language,dimension,protocol_a,protocol_a_name,protocol_b,protocol_b_name,n,mean_score_a,mean_score_b,mean_score_delta_b_minus_a,mean_abs_score_shift,score_disagreement_rate,large_shift_rate_abs_ge_2,spearman_delta_b_minus_a,spearman_delta_ci_low,spearman_delta_ci_high,spearman_prob_delta_gt_0,auroc_delta_b_minus_a,auroc_delta_ci_low,auroc_delta_ci_high,auroc_prob_delta_gt_0
gpt-4o-mini,en-US,grammar,P1_target_rubric,Target-language rubric,P3_bilingual,Bilingual rubric,50,3.24,3.88,0.64,0.64,0.62,0.02,0.01852895256536896,-0.11589510298457291,0.1648665414922608,0.603,0.019200000000000106,-0.05520382395382389,0.10657455870279152,0.677
gpt-4o-mini,en-US,grammar,P2_explicit_pivot,Explicit English pivot,P3_bilingual,Bilingual rubric,50,4.14,3.88,-0.26,0.3,0.3,0.0,0.0203930455771818,-0.13076617773949306,0.18118949740830176,0.626,0.028000000000000025,-0.0561622454624483,0.1174092517233447,0.724
gpt-4o-mini,es-ES,comprehensibility,P0_direct_english,Direct English rubric,P1_target_rubric,Target-language rubric,50,2.78,2.28,-0.5,0.5,0.46,0.04,-0.06344086685728623,-0.1593725549878162,0.014715838640782053,0.072,-0.036799999999999944,-0.09294871794871795,0.011282004830917913,0.076
gpt-4o-mini,es-ES,comprehensibility,P0_direct_english,Direct English rubric,P2_explicit_pivot,Explicit English pivot,50,2.78,2.52,-0.26,0.62,0.44,0.14,-0.12530406547108308,-0.3169175100264232,0.04703703225508352,0.089,-0.07120000000000004,-0.17288705128205123,0.03206055797650623,0.095
gpt-4o-mini,es-ES,comprehensibility,P0_direct_english,Direct English rubric,P3_bilingual,Bilingual rubric,50,2.78,2.56,-0.22,0.26,0.22,0.04,-0.09040542907102178,-0.2023676706213342,0.00961294369185008,0.04,-0.05520000000000003,-0.11743459776151831,0.0016613716951048092,0.027
gpt-4o-mini,es-ES,comprehensibility,P1_target_rubric,Target-language rubric,P2_explicit_pivot,Explicit English pivot,50,2.28,2.52,0.24,0.64,0.5,0.12,-0.061863198613796855,-0.2543260820356809,0.13244947073672012,0.257,-0.0344000000000001,-0.13674109474990206,0.07501217532467527,0.269
gpt-4o-mini,es-ES,comprehensibility,P1_target_rubric,Target-language rubric,P3_bilingual,Bilingual rubric,50,2.28,2.56,0.28,0.28,0.28,0.0,-0.026964562213735555,-0.11036379803929351,0.05019697296221943,0.25,-0.018400000000000083,-0.0585006541867955,0.023173582887700554,0.162
gpt-4o-mini,es-ES,comprehensibility,P2_explicit_pivot,Explicit English pivot,P3_bilingual,Bilingual rubric,50,2.52,2.56,0.04,0.64,0.48,0.14,0.0348986364000613,-0.16173950758128086,0.2181614918931321,0.631,0.016000000000000014,-0.0941729269293924,0.11717795247820342,0.591
gpt-4o-mini,es-ES,grammar,P0_direct_english,Direct English rubric,P1_target_rubric,Target-language rubric,50,3.84,3.32,-0.52,0.52,0.48,0.04,-0.022746732621386156,-0.1945506301722022,0.11963065305503871,0.371,-0.019199999999999995,-0.10737179487179488,0.07045976448565583,0.342
gpt-4o-mini,es-ES,grammar,P0_direct_english,Direct English rubric,P2_explicit_pivot,Explicit English pivot,50,3.84,3.48,-0.36,0.8,0.54,0.18,0.10029860587790981,-0.15766700703347258,0.38718557294710376,0.767,0.057599999999999985,-0.08867320197044336,0.20447089727800935,0.755
gpt-4o-mini,es-ES,grammar,P0_direct_english,Direct English rubric,P3_bilingual,Bilingual rubric,50,3.84,3.72,-0.12,0.2,0.16,0.04,0.0067379985345778215,-0.12471969873826651,0.15309752114309771,0.535,0.0040000000000000036,-0.06984291749916756,0.07920317307692312,0.533
gpt-4o-mini,es-ES,grammar,P1_target_rubric,Target-language rubric,P2_explicit_pivot,Explicit English pivot,50,3.32,3.48,0.16,0.84,0.64,0.18,0.12304533849929597,-0.12339282759900749,0.36255927928279225,0.831,0.07679999999999998,-0.061204303697510266,0.21902173913043474,0.858
gpt-4o-mini,es-ES,grammar,P1_target_rubric,Target-language rubric,P3_bilingual,Bilingual rubric,50,3.32,3.72,0.4,0.4,0.4,0.0,0.029484731155963978,-0.1063711122790677,0.1766970484319938,0.662,0.0232,-0.04960798711755237,0.09920397435897431,0.707
gpt-4o-mini,es-ES,grammar,P2_explicit_pivot,Explicit English pivot,P3_bilingual,Bilingual rubric,50,3.48,3.72,0.24,0.76,0.56,0.14,-0.09356060734333199,-0.3591889070339499,0.15811126913926618,0.242,-0.05359999999999998,-0.18884589811570082,0.07959848484848484,0.219
gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,P1_target_rubric,Target-language rubric,50,2.78,2.44,-0.34,0.34,0.32,0.02,-0.0473991317260859,-0.1447227908613006,0.035944855028615955,0.153,-0.025599999999999956,-0.0838142857142858,0.02517430486180485,0.176
gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,P2_explicit_pivot,Explicit English pivot,50,2.78,2.88,0.1,0.62,0.46,0.1,-0.27189625314895516,-0.4649714829798792,-0.09698876595112556,0.0,-0.14959999999999996,-0.25652616062098815,-0.0549925828481863,0.0
gpt-4o-mini,tr,comprehensibility,P0_direct_english,Direct English rubric,P3_bilingual,Bilingual rubric,50,2.78,2.6,-0.18,0.18,0.18,0.0,-0.028170206906439788,-0.1052468498835304,0.03931894543064444,0.223,-0.013599999999999945,-0.06119509978205624,0.02646036714770798,0.238
gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,P2_explicit_pivot,Explicit English pivot,50,2.44,2.88,0.44,0.8,0.56,0.14,-0.22449712142286926,-0.42026102652409764,-0.042388743558822294,0.006,-0.124,-0.24514091484200187,-0.01782304067460325,0.012
gpt-4o-mini,tr,comprehensibility,P1_target_rubric,Target-language rubric,P3_bilingual,Bilingual rubric,50,2.44,2.6,0.16,0.2,0.2,0.0,0.01922892481964611,-0.053606588241992374,0.09678323534075448,0.682,0.01200000000000001,-0.02666964285714281,0.05916883116883109,0.717
gpt-4o-mini,tr,comprehensibility,P2_explicit_pivot,Explicit English pivot,P3_bilingual,Bilingual rubric,50,2.88,2.6,-0.28,0.64,0.42,0.14,0.24372604624251537,0.07677111627945041,0.43150939186345716,1.0,0.136,0.03663566827697259,0.24926215277777772,1.0
gpt-4o-mini,tr,grammar,P0_direct_english,Direct English rubric,P1_target_rubric,Target-language rubric,50,3.46,3.06,-0.4,0.56,0.5,0.06,-0.06674635818704347,-0.2461296888512225,0.11411256518523152,0.219,-0.034399999999999986,-0.13446754030993166,0.06077586206896548,0.253
gpt-4o-mini,tr,grammar,P0_direct_english,Direct English rubric,P2_explicit_pivot,Explicit English pivot,50,3.46,3.78,0.32,0.84,0.64,0.16,-0.0540839876083631,-0.324024861768314,0.20882455884982817,0.338,-0.029600000000000015,-0.1819812056904448,0.116688808373591,0.343
gpt-4o-mini,tr,grammar,P0_direct_english,Direct English rubric,P3_bilingual,Bilingual rubric,50,3.46,3.28,-0.18,0.26,0.24,0.02,-0.04989356231954647,-0.190379036025156,0.07309103082700091,0.226,-0.02639999999999998,-0.1165845648604269,0.04161852716468589,0.223
gpt-4o-mini,tr,grammar,P1_target_rubric,Target-language rubric,P2_explicit_pivot,Explicit English pivot,50,3.06,3.78,0.72,0.96,0.74,0.16,0.012662370578680374,-0.22220943136636598,0.23465979791172187,0.558,0.004799999999999971,-0.12315830721003142,0.13962012987012984,0.517
gpt-4o-mini,tr,grammar,P1_target_rubric,Target-language rubric,P3_bilingual,Bilingual rubric,50,3.06,3.28,0.22,0.38,0.34,0.04,0.01685279586749701,-0.14062776087240164,0.18257218422736923,0.592,0.008000000000000007,-0.07471680826253536,0.09496854544408888,0.553
gpt-4o-mini,tr,grammar,P2_explicit_pivot,Explicit English pivot,P3_bilingual,Bilingual rubric,50,3.78,3.28,-0.5,0.9,0.66,0.18,0.004190425288816635,-0.27920848310802593,0.2722144874860775,0.522,0.003200000000000036,-0.13529314888010538,0.1560366883116883,0.551
gpt-4o-mini,vi,comprehensibility,P0_direct_english,Direct English rubric,P1_target_rubric,Target-language rubric,50,3.2,2.78,-0.42,0.58,0.5,0.08,-0.18473660948939116,-0.40691993093862616,0.037215016145044216,0.059,-0.1008,-0.22321685139573075,0.013621794871794823,0.045
gpt-4o-mini,vi,comprehensibility,P0_direct_english,Direct English rubric,P2_explicit_pivot,Explicit English pivot,50,3.2,3.0,-0.2,0.88,0.66,0.14,-0.263567581384886,-0.5510890377108593,0.0022824283819121373,0.027,-0.14239999999999997,-0.300828309178744,0.02864807830459763,0.046
gpt-4o-mini,vi,comprehensibility,P0_direct_english,Direct English rubric,P3_bilingual,Bilingual rubric,50,3.2,3.24,0.04,0.24,0.24,0.0,0.05023951018385803,-0.061238089433891855,0.17819229822849905,0.802,0.0232,-0.04947916666666663,0.08937495537945309,0.748
gpt-4o-mini,vi,comprehensibility,P1_target_rubric,Target-language rubric,P2_explicit_pivot,Explicit English pivot,50,2.78,3.0,0.22,0.9,0.64,0.2,-0.07883097189549486,-0.38085069852244885,0.21771166293500785,0.304,-0.04159999999999997,-0.21105686785034616,0.14080000000000004,0.315
gpt-4o-mini,vi,comprehensibility,P1_target_rubric,Target-language rubric,P3_bilingual,Bilingual rubric,50,2.78,3.24,0.46,0.58,0.5,0.08,0.2349761196732492,0.04396317533057006,0.44681394894154364,0.989,0.124,0.018493055555555526,0.23008742559523804,0.988
gpt-4o-mini,vi,comprehensibility,P2_explicit_pivot,Explicit English pivot,P3_bilingual,Bilingual rubric,50,3.0,3.24,0.24,0.96,0.68,0.18,0.31380709156874403,0.018464573112656802,0.5900687371157312,0.981,0.16559999999999997,0.00878053475935832,0.3168107568438003,0.98
gpt-4o-mini,vi,grammar,P0_direct_english,Direct English rubric,P1_target_rubric,Target-language rubric,50,3.5,2.84,-0.66,0.66,0.56,0.1,0.02282187769333302,-0.17454774722302088,0.21205745962647266,0.581,0.006399999999999961,-0.10590489130434783,0.12343220779220773,0.537
gpt-4o-mini,vi,grammar,P0_direct_english,Direct English rubric,P2_explicit_pivot,Explicit English pivot,50,3.5,3.68,0.18,0.7,0.6,0.08,-0.2155165881577215,-0.4637692539464449,0.033976860067621774,0.056,-0.11280000000000001,-0.2524046266233767,0.02570112179487176,0.044
gpt-4o-mini,vi,grammar,P0_direct_english,Direct English rubric,P3_bilingual,Bilingual rubric,50,3.5,3.52,0.02,0.22,0.2,0.02,-0.13357792951862058,-0.3139805306432759,0.017878644296994976,0.046,-0.07120000000000004,-0.16174351869394976,0.013641826923076965,0.049
gpt-4o-mini,vi,grammar,P1_target_rubric,Target-language rubric,P2_explicit_pivot,Explicit English pivot,50,2.84,3.68,0.84,1.2,0.82,0.34,-0.23833846585105453,-0.5492164877393992,0.058946644720441484,0.056,-0.11919999999999997,-0.26753552737520125,0.024847808441558455,0.073
gpt-4o-mini,vi,grammar,P1_target_rubric,Target-language rubric,P3_bilingual,Bilingual rubric,50,2.84,3.52,0.68,0.76,0.68,0.08,-0.15639980721195362,-0.3592613989442968,0.04447816238730565,0.068,-0.0776,-0.18668857184482185,0.027246880032206024,0.067
gpt-4o-mini,vi,grammar,P2_explicit_pivot,Explicit English pivot,P3_bilingual,Bilingual rubric,50,3.68,3.52,-0.16,0.72,0.58,0.1,0.08193865863910094,-0.23239773669412256,0.37020259522446824,0.69,0.04159999999999997,-0.12747835497835494,0.20338285024154582,0.692
